H  SOFTWARE NAME & VERSION
I  GPSU 4.04,
S SymbolSet=0

H : Data Source Is Ordnance Survey
H : Please Acknowledge If Re-Posting
  - Pub = Public Access (Not Guaranteed)
  - Pri = On Private Land - Permission Reqd
  - Pil = Pillar Is Intact
  - Stu = Only Stump / Base Remains
  - Rem = No Sign Of Pillar
  - Unk = State Of Pillar Unknown
  - Source Of Access Etc Data
  - Pass = Os Passive Stns
  - Int = Internet Trawl
  - Nm = Not On Current 50K Map
  - Mh = Height Is From Map
  - Mc = Coordinates Are From Map
  

H R DATUM
M E   Ord Srvy Grt Britn,075, 5.7360400E+02, 1.1960020E-05,375,-111,431

H  COORDINATE SYSTEM
U  BRITISH GRID

W,600426,NB,08959,00645,   507.0,Beinn Dhubh
W,600427,NH,03708,38184,   797.0,Beinn Dronaig
W,600428,NR,42224,63737,   267.0,Beinn Dubh
W,600429,NN,02098,34763,   556.0,Beinn Duirinnis
W,600430,NG,45570,62682,   612.0,Beinn Edra
W,600431,NG,96510,59647,   972.0,Beinn Eighe
W,600432,NH,16931,92634,   559.0,Beinn Eilideach
W,600433,NN,09500,49772,   959.0,Beinn Fhionnlaidh
W,600434,NN,13108,18159,   550.0,Beinn Ghlas
W,600435,NR,72690,17703,   352.0,Beinn Ghuilean
W,600436,NL,94832,46247,   119.0,Beinn Hough
W,600437,NM,69197,56104,   572.0,Beinn Iadain
W,600438,NN,25497,08487,  1012.0,Beinn Ime
W,600439,NS,11988,99661,   465.0,Beinn Lagan
W,600440,NM,96078,62228,   502.0,Beinn Leamhain
W,600441,NC,32027,29490,   793.0,Beinn Leoid
W,600442,NM,35534,24255,    81.0,Beinn Liathanach
W,600443,NM,91935,37744,   308.0,Beinn Lora
W,600444,NC,76896,41501,   403.0,Beinn Mhadadh
W,600445,NM,79911,51444,   739.0,Beinn Mheadhoin
W,600446,NN,58734,65493,   841.0,Beinn Mholach
W,600447,NR,29473,40460,   202.0,Beinn Mhor
W,600448,NS,10781,90815,   742.0,Beinn Mhor
W,600449,NF,80854,31095,   620.0,Beinn Mhor
W,600450,NF,89796,76171,   191.0,Beinn Mhor (North Uist)
W,600451,NG,29416,52049,   318.0,Beinn Na Boineide
W,600452,NG,60146,23307,   732.0,Beinn Na Caillich
W,600453,NG,20179,48198,   263.0,Beinn Na Creiche
W,600454,NR,46036,66116,   166.0,Beinn Na Doire Leithe
W,600455,NM,47512,42718,   425.0,Beinn Na Drise
W,600456,NG,45961,41623,   417.0,Beinn Na Greine
W,600457,NN,06288,65333,   617.0,Beinn Na Gucaig
W,600458,NG,59983,50256,   254.0,Beinn Na H-Iolaire
W,600459,NR,60275,08540,   428.0,Beinn Na Lice
W,600460,NG,72895,17787,   561.0,Beinn Na Seamraig
W,600461,NN,23394,28940,   636.0,Beinn Na Sroine
W,600462,NM,75221,57266,   583.0,Beinn Nam Beathrach
W,600463,NC,78598,58609,   229.0,Beinn Nam Bo
W,600464,NM,42691,47104,   315.0,Beinn Nan Clach Corra
W,600465,ND,12070,25426,   272.0,Beinn Nan Coireag
W,600466,NG,31254,32385,   253.0,Beinn Nan Dubh
W,600467,NM,58392,24848,   435.0,Beinn Nan Gobhar
W,600468,NR,38808,94980,   136.0,Beinn Nan Gudairean
W,600469,NM,59300,40377,   408.0,Beinn Nan Lus
W,600470,NN,27167,06655,   927.0,Beinn Narnain
W,600471,NM,85138,79101,   870.0,Beinn Odhar Mhor
W,600472,NR,35096,89223,    93.0,Beinn Oronsay
W,600473,NC,07706,27379,   206.0,Beinn Poll An Tobair
W,600474,NS,22896,98441,   653.0,Beinn Reithe
W,600475,NC,74216,48939,   294.0,Beinn Rifa-Gil
W,600476,NC,84478,59862,   255.0,Beinn Ruadh
W,600477,NS,15569,88376,   664.0,Beinn Ruadh
W,600478,NR,17953,57930,   140.0,Beinn Seasaimh
W,600479,NR,61934,84162,   190.0,Beinn Sgaillinish
W,600480,NM,96657,51246,   467.0,Beinn Sgluich
W,600481,NR,39870,49970,   347.0,Beinn Sholum
W,600482,NC,45356,11824,   477.0,Beinn Skerrick
W,600483,NC,36202,57298,   773.0,Beinn Spionnaidh
W,600484,NC,64095,49891,   527.0,Beinn Stumanadh
W,600485,NM,62542,34713,   762.0,Beinn Talaidh
W,600486,NR,21058,56985,   232.0,Beinn Tart A' Mhill
W,600487,NH,60650,79276,   693.0,Beinn Tharsuinn
W,600488,NC,92795,16427,   624.0,Beinn Uairie
W,600489,NG,43852,28730,   370.0,Beinne Brice
W,600490,SX,69642,72988,   354.0,Bel Tor Pri Pil Int 02
W,600491,NU,10310,34667,   108.0,Belford Crag
W,600492,SJ,83087,09030,   157.0,Belle Vue pil pri s1848 K Stevens 04 04
W,600493,SX,64466,76439,   444.0,Bellever Tor
W,600494,ST,59777,71922,    38.0,Bellevue
W,600495,SP,07326,78537,   173.0,Bells Lane
W,600496,NZ,51725,22780,     9.0,Bells Tip
W,600497,NX,90773,99691,   443.0,Bellybought
W,600498,TQ,16291,91069,   105.0,Belmont Pri Pil S9371 Jd 02
W,600499,SW,97137,62536,   227.0,Belowda Beacon
W,600500,NT,58622,23709,   211.0,Belsesmoor
W,600501,TL,72032,10431,    49.0,Belstead
W,600502,NJ,30994,48191,   472.0,Ben Aigan
W,600503,NG,32728,46309,   266.0,Ben Aketil
W,600504,NN,49616,71856,  1148.0,Ben Alder
W,600505,ND,04558,38642,   348.0,Ben Alisky
W,600506,NH,01855,19253,  1032.0,Ben Attow
W,600507,NB,26657,43316,   262.0,Ben Bragor
W,600508,NR,18215,54504,   131.0,Ben Cladville
W,600509,NN,90272,00639,   721.0,Ben Cleugh Pub Pil Pass S1605 02
W,600510,NN,06965,30471,  1127.0,Ben Cruachan Pub Stu Int 02
W,600511,NN,21838,04307,   847.0,Ben Donich
W,600512,ND,06292,55049,   244.0,Ben Dorrery
W,600513,NG,39808,38992,   304.0,Ben Duagrich
W,600514,NO,07921,69133,   801.0,Ben Earb
W,600515,NR,63358,94517,   365.0,Ben Garrisdale
W,600516,NG,25357,61475,   284.0,Ben Geary Pub Pil Int 02
W,600517,NC,83185,41177,   580.0,Ben Griam Beg
W,600518,NC,42655,33943,   873.0,Ben Hee
W,600519,NM,53763,63267,   528.0,Ben Hiant
W,600520,NM,18106,58073,   104.0,Ben Hogh
W,600521,NC,47749,50150,   928.0,Ben Hope
W,600522,NG,28360,49548,   265.0,Ben Horneval S9360 T Courtney
W,600523,NC,53859,65288,   408.0,Ben Hutig Pub Pil S5495 Pass 02
W,600524,NL,96791,40114,   141.0,Ben Hynish
W,600525,NC,58526,29916,   962.0,Ben Klibreck
W,600526,ST,51629,44899,    99.0,Ben Knowle Hill
W,600527,NB,17944,42706,   116.0,Ben Laimishader
W,600528,NF,84288,65393,    91.0,Ben Langass
W,600529,NN,63551,41423,  1215.0,Ben Lawers Pub Pil Int 02
W,600530,NN,56236,09777,   879.0,Ben Ledi
W,600531,NN,36703,02866,   974.0,Ben Lomond s1594 T Courtney
W,600532,NC,57805,48863,   764.0,Ben Loyal
W,600533,NC,79115,01990,   447.0,Ben Lundie
W,600534,NN,98898,98943,  1311.0,Ben Macdhui s1579 T Courtney
W,600535,NN,43275,24416,  1174.0,Ben More
W,600536,NM,52575,33078,   967.0,Ben More (Mull)
W,600537,NN,16675,71284,  1347.0,Ben Nevis Pil Pub s1595 G Jones 4 03
W,600538,NJ,38177,14313,   566.0,Ben Newe
W,600539,NB,03397,01922,   268.0,Ben Raah (Taransay Island)
W,600540,NM,76647,65460,   845.0,Ben Resipol Nm Mh
W,600541,NJ,25507,35452,   840.0,Ben Rinnes
W,600542,NF,73720,75996,    89.0,Ben Scolpaig
W,600543,NF,79522,11223,   186.0,Ben Scrien (Eriskay I)
W,600544,NG,35708,40996,   220.0,Ben Scudaig
W,600545,NF,69634,08965,    80.0,Ben Scurrival
W,600546,NG,83589,12676,   974.0,Ben Sgriol
W,600547,NG,82861,53011,   516.0,Ben Shieldaig
W,600548,NC,26995,42215,   719.0,Ben Stack
W,600549,NN,12576,42719,  1079.0,Ben Starav Pub Stu Jd 02
W,600550,NL,63883,99066,   333.0,Ben Tangaval
W,600551,NF,80739,39551,   169.0,Ben Tarbert
W,600552,NG,51177,40987,   413.0,Ben Tianavaig pil pub 10319 jd 05 04
W,600553,NG,32182,39479,    75.0,Ben Toirlean 10074 T Courtney
W,600554,NG,36875,49098,   246.0,Ben Uigshader
W,600555,NN,47728,06124,   728.0,Ben Venue
W,600556,NG,43542,76062,   111.0,Ben Volovaig
W,600557,NN,29582,12297,   942.0,Ben Vorlich
W,600558,NN,95076,63248,   842.0,Ben Vrackie
W,600559,NN,99715,69990,   903.0,Ben Vuirich
W,600560,NH,46296,68378,  1047.0,Ben Wyvis
W,600561,ND,19386,37416,   287.0,Benachielt
W,600562,NJ,60642,08700,   494.0,Benaquhallie
W,600563,NT,15379,97881,   356.0,Benarty Hill
W,600564,NX,68028,97039,   580.0,Benbrack
W,600565,NX,13543,78516,   439.0,Beneraird
W,600566,NX,77059,54514,   391.0,Bengairn
W,600567,NX,63108,59827,   367.0,Bengray
W,600568,NB,09623,18590,   190.0,Benisval
W,600569,NJ,68227,22391,   519.0,Bennachie Pub Pil C Mcbrien 02
W,600570,NR,98414,21620,   160.0,Bennan
W,600571,NX,56368,79024,   382.0,Bennan
W,600572,TF,21433,82324,   124.0,Benniworth
W,600573,SD,54727,94131,   318.0,Benson Knott
W,600574,SP,27146,94486,   162.0,Bentley
W,600575,SP,28388,95477,   174.0,Bentley Park Wood
W,600576,SX,45510,66975,  8888.0,Bere Alston Resr Nm
W,600577,SU,37824,45118,   127.0,Bere Hill
W,600578,NG,81984,22486,   395.0,Bernera
W,600579,SO,74379,58384,   179.0,Berrow Green
W,600580,SS,43922,10189,   176.0,Berry
W,600581,SS,56980,44295,   268.0,Berry Down
W,600582,SX,94564,56538,    60.0,Berry Head
W,600583,NY,64552,73002,   299.0,Berry Hill
W,600584,SU,55977,20014,   118.0,Berry Hill
W,600585,SP,46922,55112,   184.0,Berry Hill Farm
W,600586,NO,37298,44464,   282.0,Berry Hillock
W,600587,NO,86100,96101,   170.0,Berry Top
W,600588,NY,72405,97265,   459.0,Berrymoor Edge
W,600589,SO,47744,21828,   156.0,Berth Wood
W,600590,TQ,54455,84053,    17.0,Berwickpond Road Pub Pil s3350 Pass 02
W,600591,SJ,20867,22447,   231.0,Berwyn
W,600592,TA,14884,66734,    68.0,Bessingby
W,600593,TQ,62013,31576,   193.0,Bestbeech Hill Resr
W,600594,SO,42291,98211,   413.0,Betchcott Hill
W,600595,ND,01269,47965,   201.0,Beul Na Faire
W,600596,SE,24178,32660,   123.0,Beulah Farm
W,600597,ST,28033,06285,   244.0,Bewley Down
W,600598,NR,90190,42778,   721.0,Bharrain
W,600599,NX,81479,48627,   102.0,Big Airds Hill
W,600600,SU,34280,20593,    49.0,Big Green Hill Mh
W,600601,NS,45669,00696,   383.0,Big Hill Of Glenmount
W,600602,NX,73109,89661,   418.0,Big Morton
W,600603,NR,70045,82429,    89.0,Big Rock
W,600604,TA,06913,07279,    97.0,Bigby Top
W,600605,SD,35778,82581,   205.0,Bigland Tarn
W,600606,SJ,82152,51214,   237.0,Bignall Hill pub pil s2676 K Stevens
W,600607,SU,96597,13116,   245.0,Bignor Beacon
W,600608,ND,27073,53188,    40.0,Bilbster Mains
W,600609,SU,81291,71848,    58.0,Billhill
W,600610,SE,21989,39848,   224.0,Billing Hill
W,600611,SD,52560,01425,   179.0,Billinge
W,600612,TF,14606,55329,    13.0,Billinghay
W,600613,TA,14850,50477,    30.0,Billings Hill
W,600614,SJ,19572,71926,   294.0,Billins pil pub K Stevens 07 04
W,600615,SX,82423,91977,   198.0,Bilsdon
W,600616,TA,14921,32493,     5.0,Bilton
W,600617,SX,27540,57645,   200.0,Bin Down Pri Pil s1749 Pass 02
W,600618,NJ,47998,64263,   320.0,Bin Of Cullen
W,600619,SY,27420,90054,   134.0,Bindon Cliffs
W,600620,NO,17134,13819,   277.0,Binn Hill
W,600621,NN,21494,10773,   811.0,Binnein An Fhidhleir
W,600622,NT,05276,78591,   111.0,Binns Hill
W,600623,NT,04304,73462,   220.0,Binny Craig
W,600624,NY,22511,35528,   447.0,Binsey Pri Pil s5707 Pass
W,600625,SO,73510,80549,   142.0,Birch Farm
W,600626,SU,68951,77448,    98.0,Birch Heath Pri Pil s6185 Jd 02
W,600627,SK,27825,73093,   310.0,Birchen Edge Pub Pil s2154 T Courtney
W,600628,TL,28422,05809,   127.0,Birchwood Cottages
W,600629,SK,14742,40420,   184.0,Birchwood Park
W,600630,TL,71679,41644,    92.0,Birdbrook
W,600631,SO,92580,14093,   297.0,Birdlip pil pub s2431 K Stevens
W,600632,NY,39615,47453,   123.0,Birds Hill
W,600633,SK,31926,11363,   106.0,Birds Hill
W,600634,NS,08237,59023,   121.0,Birgidale
W,600635,NY,78878,76932,   230.0,Birk Hill
W,600636,SE,35774,39399,   143.0,Birkby Hill
W,600637,NT,57721,41145,   243.0,Birkenside
W,600638,SD,28343,74220,   136.0,Birkrigg Common
W,600639,SK,33058,92238,   157.0,Birley Edge Pub Pil Int 02
W,600640,SO,45789,52111,   236.0,Birley Hill
W,600641,NS,75608,82269,   352.0,Birns Hill
W,600642,SD,93966,08212,   224.0,Birshaw
W,600643,SK,57925,08806,    93.0,Birstall Hill
W,600644,NX,84917,79642,   392.0,Bishop Forest
W,600645,SD,96768,08050,   375.0,Bishop Park
W,600646,NS,13149,77405,   505.0,Bishops Seat
W,600647,SP,30671,60872,    91.0,Bishops Tachbrook
W,600648,SO,83395,68414,   103.0,Bishops Wood
W,600649,SE,15935,67387,   351.0,Bishopside Brae
W,600650,SU,06696,29207,   181.0,Bishopstone Down
W,600651,SO,86999,76939,   110.0,Bissell Wood
W,600652,SK,99266,28577,    99.0,Bitchfield Pub Pil s2106 Pass 02
W,600653,SU,47133,13633,    81.0,Bitterne
W,600654,SJ,81413,47718,   222.0,Black Bank pub pil s2678 K Stevens
W,600655,SD,13549,85488,   601.0,Black Combe 11602 Pub Pil Pass 02
W,600656,NS,64737,06456,   701.0,Black Craig
W,600657,NX,58382,75786,   494.0,Black Craig
W,600658,ST,09765,06793,   284.0,Black Down
W,600659,SK,06254,77006,   507.0,Black Edge pil pub s2775 K Stevens
W,600660,NY,64820,44408,   664.0,Black Fell
W,600661,SE,48925,90372,   375.0,Black Hambleton
W,600662,SD,91422,29101,   479.0,Black Hameldon
W,600663,SW,77686,16611,    73.0,Black Head
W,600664,SK,05021,49866,   381.0,Black Heath pil pri s2749 K Stevens
W,600665,NJ,63485,21913,   431.0,Black Hill
W,600666,NO,94394,99900,    99.0,Black Hill
W,600667,NS,83196,43556,   291.0,Black Hill (Ns77)
W,600668,NT,58549,37013,   315.0,Black Hill (Nt72) S7402 Pub Pil Pass 02
W,600669,NY,91239,35660,   559.0,Black Hill
W,600670,SD,78198,36665,   266.0,Black Hill S4689 T Courtney
W,600671,SO,32623,79012,   442.0,Black Hill
W,600672,ST,14818,38098,   358.0,Black Hill
W,600673,NS,91161,36554,   373.0,Black Hill North
W,600674,NS,89462,05846,   531.0,Black Hill South
W,600675,NS,82839,65023,   285.0,Black Hill W Bracco S3660 Pub Pil Pass 02
W,600676,NY,53428,80090,   248.0,Black Knors
W,600677,NY,64150,81109,   493.0,Black Knowe
W,600678,NT,31635,22008,   551.0,Black Knowe Head
W,600679,NJ,63812,54568,   244.0,Black Law
W,600680,NT,30821,42097,   538.0,Black Law
W,600681,NS,50775,76253,   356.0,Black Loch
W,600682,SP,27810,47447,   135.0,Black Martin Hill
W,600683,SO,19649,64396,   651.0,Black Mixen
W,600684,NT,07993,45968,   516.0,Black Mount
W,600685,SN,80688,29719,   440.0,Black Mountain
W,600686,SS,62168,90898,    11.0,Black Pill
W,600687,NY,49254,81498,   274.0,Black Rigg
W,600688,SN,73904,33992,   245.0,Black Wood
W,600689,SK,28995,81251,   295.0,Blacka Plantationpri pil s4136 K Stevens
W,600690,ST,63997,60161,   208.0,Blackberry Hill
W,600691,ST,09664,09139,   274.0,Blackborough Common
W,600692,NY,78757,93639,   366.0,Blackburn Common
W,600693,SU,80274,58652,    99.0,Blackbushe Aerodrome
W,600694,TQ,37418,12500,   207.0,Blackcap
W,600695,NU,00380,10251,   214.0,Blackchester
W,600696,NY,96129,86632,   310.0,Blackdown
W,600697,SU,91934,29606,   280.0,Blackdown
W,600698,SE,36881,02653,   143.0,Blacker Hill
W,600699,NJ,26363,43821,   165.0,Blackfolds
W,600700,NT,25439,70644,   165.0,Blackford Hill
W,600701,SP,25047,15421,   207.0,Blackheath Clump
W,600702,NT,31527,48338,   652.0,Blackhope Scar
W,600703,TQ,85108,21211,    80.0,Blackland Wood
W,600704,NO,28901,34493,   284.0,Blacklaw Hill
W,600705,SP,28498,67698,    84.0,Blacklow
W,600706,NY,82522,89983,   364.0,Blackmoor Skirt
W,600707,SP,98612,93472,    88.0,Blackmore Thick Farm
W,600708,TR,25397,56595,    34.0,Blackney Hill
W,600709,SY,80600,86326,    62.0,Blacknoll Hill
W,600710,TQ,09571,09652,   170.0,Blackpatch Hill
W,600711,NS,58341,29575,   412.0,Blacksidend
W,600712,NH,70294,61606,   188.0,Blackstand
W,600713,SD,97213,16377,   472.0,Blackstone Edge
W,600714,SK,21000,55420,   296.0,Blackstones Low
W,600715,SZ,13684,96139,    49.0,Blackwater Hill
W,600716,SK,36691,66037,   235.0,Blackwood
W,600717,NY,24105,76521,   136.0,Blackwood Ridge
W,600718,NY,80804,98240,   266.0,Blackwool Law
W,600719,SN,30300,37482,   274.0,Blaen Achddu
W,600720,SN,40300,47860,   291.0,Blaen Cribor
W,600721,SN,89464,13801,   403.0,Blaen Cwm
W,600722,SN,61997,39462,   295.0,Blaen Gofuarth
W,600723,SN,30776,44403,   170.0,Blaen Sylltyn
W,600724,SN,61347,43083,   352.0,Blaen-Nant
W,600725,SN,86857,35624,   442.0,Blaen-Y-Glyn
W,600726,ST,48461,57265,   325.0,Blagdon
W,600727,SS,97122,33749,   361.0,Blagdon Hill
W,600728,NS,43481,44759,   150.0,Blair Hill
W,600729,NO,58536,65663,    80.0,Blair Muir
W,600730,NX,26501,61085,   123.0,Blairderry Moss
W,600731,NS,59566,76746,   218.0,Blairskaith Muir
W,600732,NS,67090,65725,    99.0,Blairtummock
W,600733,SK,04134,60999,   489.0,Blake Mere S2989 Pri Pil Pass 02
W,600734,SD,96920,21349,   421.0,Blake Moor
W,600735,TA,19945,73092,   105.0,Blakehowe
W,600736,SJ,57682,24447,    96.0,Blakeley Hill
W,600737,SJ,93420,72395,   292.0,Blakelow pri pil S2756 K Stevens
W,600738,SK,25454,59395,   367.0,Blakelow Hill
W,600739,NY,87348,95582,   274.0,Blakemans Law
W,600740,SO,36211,39341,   252.0,Blakemere Hill S7013 Pub Pil Pass 02
W,600741,SJ,72622,47978,    85.0,Blakenhall pub pil S2763 K Stevens
W,600742,SP,03622,39178,    80.0,Blakes Hill
W,600743,SP,61686,52345,   168.0,Blakesley Heath
W,600744,SU,38766,65954,   151.0,Blandys Hill
W,600745,NF,89192,71455,   110.0,Blashaval
W,600746,NG,52993,21745,   928.0,Blaven
W,600747,NS,52135,68173,    20.0,Blawart Hill
W,600748,NY,49625,43303,   242.0,Blaze Fell Quarry
W,600749,SD,77264,82584,   536.0,Blea Moor
W,600750,SK,46488,25241,    93.0,Bleak House Hill
W,600751,SO,55952,69505,   110.0,Bleathwood S3832 Pub Pil Pass 02
W,600752,NG,03041,91451,   398.0,Bleaval
W,600753,SU,54707,86128,   111.0,Blewburton Hill S3738 Pub Pil Jd 02
W,600754,NY,50000,84903,   264.0,Blinkbonny Ht
W,600755,SU,18507,13556,   100.0,Blissford S2704 Pub Pil Pass 02
W,600756,SP,73237,52069,   134.0,Blisworth Hill
W,600757,NY,29801,80000,   255.0,Bloch
W,600758,NS,21468,69389,   215.0,Blood Moss
W,600759,TM,25126,34053,    17.0,Bloody Point
W,600760,NT,90223,14343,   610.0,Bloodybush Edge
W,600761,SO,26986,11848,   559.0,Blorenge
W,600762,NY,59667,49530,   592.0,Blotting Raise
W,600763,NZ,12351,26430,   231.0,Blue House
W,600764,TF,25771,85963,   140.0,Bluestone Heath
W,600765,SU,13676,90155,   145.0,Blunsdon
W,600766,SJ,89783,42206,   147.0,Blurton rem pri K Stevens 06 04
W,600767,SJ,81526,11910,   132.0,Blymhill pil pri s1899 K Stevens 04 04
W,600768,NT,13341,47431,   310.0,Blyth Muir
W,600769,SD,62589,22117,   223.0,Boardmans Heights Resr
W,600770,SS,63840,28887,   193.0,Boarscastle
W,600771,TM,03260,14240,    21.0,Bocking
W,600772,NS,55972,72628,    81.0,Boclair
W,600773,NJ,94298,52752,   134.0,Bogenjohn
W,600774,NJ,76457,18432,   146.0,Bogfur
W,600775,NJ,56458,38845,   195.0,Boghead
W,600776,NT,25735,93312,   122.0,Bogie Mains
W,600777,NX,78922,85887,   432.0,Bogrie
W,600778,SN,42340,18690,   105.0,Bolahaul
W,600779,SK,18403,67589,   356.0,Bole Hill pil pri s4153 K Stevens
W,600780,SK,29386,55353,   322.0,Bolehill East
W,600781,NY,96154,35496,   541.0,Bollihope Carrs
W,600782,TL,05880,59778,    84.0,Bolnhurst
W,600783,SM,91681,11269,   112.0,Bolton Hill
W,600784,NY,94988,45431,   541.0,Bolts Law Hunstanworth
W,600785,NY,69106,81826,   395.0,Bolts Law Smalesmouth
W,600786,SO,28796,39691,   432.0,Bonnylands
W,600787,NT,57478,46547,   327.0,Boon Hill
W,600788,NZ,01769,04958,   522.0,Booze Moor
W,600789,SX,53617,57735,   113.0,Boringdon
W,600790,SK,22089,15998,    97.0,Borough Fields
W,600791,SU,43980,72521,   148.0,Borough Hill
W,600792,SW,36318,33717,    99.0,Botallack Head
W,600793,SU,30805,60958,   226.0,Botley Down
W,600794,TQ,39607,55346,   267.0,Botley Hill
W,600795,SK,81202,39657,    61.0,Bottesford
W,600796,SD,75198,26455,   257.0,Bottoms Farm pil s4654 I Smith 11 04
W,600797,NZ,59432,01594,   455.0,Botton Head S2988 Pri Pil T Courtney
W,600798,TQ,87981,49845,   139.0,Boughton Place
W,600799,SM,98476,13438,    52.0,Boulston
W,600800,SD,92973,35632,   518.0,Boulsworth
W,600801,NN,11659,22127,   248.0,Bovay
W,600802,SP,91522,34478,   171.0,Bow Brickhill
W,600803,SU,82446,11208,   207.0,Bow Hill
W,600804,TM,01477,98707,    54.0,Bow Street
W,600805,SX,82063,80786,   260.0,Bowden
W,600806,ST,94076,68727,   180.0,Bowden Park
W,600807,NS,29141,18743,    78.0,Bower Hill
W,600808,ND,22774,61125,    80.0,Bowertower
W,600809,SD,23158,71127,    95.0,Bowesfield
W,600810,SO,82241,01951,   233.0,Bown Hill
W,600811,NY,22404,61813,    24.0,Bowness Hall S6929 Pri Pil Pass 02
W,600812,NT,98518,42007,   103.0,Bowsden West
W,600813,TQ,17971,51163,   172.0,Box Hill
W,600814,ST,67202,09928,    90.0,Boys Hill
W,600815,SU,64126,77747,   107.0,Bozedown
W,600816,SE,42996,16857,    66.0,Brackenhill
W,600817,NJ,02556,50525,   202.0,Brackenhowe
W,600818,ST,99091,78467,   157.0,Bradenstoke
W,600819,SO,70560,78788,   178.0,Bradley
W,600820,ST,78598,37649,   288.0,Bradley Knoll
W,600821,SK,58150,66367,   105.0,Bradmer
W,600822,SK,03842,54265,   405.0,Bradnop pri pil s3899 K Stevens
W,600823,SX,38810,80298,   198.0,Bradstone Barton
W,600824,SK,33085,80574,   203.0,Bradway
W,600825,SP,85146,39102,   112.0,Bradwell Common
W,600826,SK,13179,80133,   471.0,Bradwell Moor Pil Pub S4189 G Jones 03 03
W,600827,TL,97828,05687,    21.0,Bradwell Wick
W,600828,SJ,84417,50487,   196.0,Bradwell Wood pri rem  K Stevens
W,600829,NO,67280,72306,    76.0,Brae Field
W,600830,HY,37656,33212,   123.0,Brae Of Moan
W,600831,NO,64061,64339,   120.0,Brae Of Pert
W,600832,NJ,91961,35991,   104.0,Braehead
W,600833,NS,49544,24436,   108.0,Braehead
W,600834,NT,24858,69495,   208.0,Braid Hills
W,600835,SP,29519,39004,   232.0,Brailes Hill
W,600836,SK,25439,42026,   161.0,Brailsford
W,600837,SE,44804,42580,    65.0,Bramham Moor
W,600838,SK,39709,78683,   222.0,Bramley Moor
W,600839,SE,23720,35041,   153.0,Bramley Resr
W,600840,SO,59927,26414,    85.0,Brampton Abbotts
W,600841,SP,71800,66683,   122.0,Brampton Hill
W,600842,SO,30622,60538,   334.0,Brampton Scar
W,600843,SU,24451,15123,   125.0,Bramshaw S2718 Pub Pil Pass 02
W,600844,TF,79233,41674,    67.0,Brancaster Field
W,600845,SE,34251,41101,   148.0,Brandon Hill  S1895 T Courtney
W,600846,SK,53184,33351,    84.0,Brands Hill
W,600847,SN,21342,13381,   206.0,Brandy Hill
W,600848,NY,88386,99143,   326.0,Branshaw
W,600849,SE,03725,39609,   287.0,Branshaw
W,600850,NT,67668,70034,  8888.0,Bransly Hill
W,600851,TF,06681,67905,    26.0,Branston Booths
W,600852,NY,28499,75828,   150.0,Branteth
W,600853,NT,46688,12704,   250.0,Branxholmpark Hill
W,600854,SP,45522,26621,   154.0,Brasenose Farm Pri Pil G Nelson 02
W,600855,HU,50287,38722,   227.0,Brassa
W,600856,NO,67745,98874,   180.0,Brathens
W,600857,SU,21835,08895,   105.0,Bratley Plain
W,600858,ST,67346,29679,   184.0,Bratton Hill
W,600859,TF,03337,51571,    47.0,Brauncewell
W,600860,SX,18901,82165,   347.0,Bray Down
W,600861,SE,74558,71500,   123.0,Braygate Street Resr
W,600862,SS,68181,30503,   224.0,Brayley Barton
W,600863,SE,58203,30146,    30.0,Brayton Barff West
W,600864,NH,49999,95033,   463.0,Breac Bheinn
W,600865,ST,54571,60133,   133.0,Breach Hill
W,600866,TL,09622,02324,   129.0,Breakspear College
W,600867,SO,59116,04882,   197.0,Bream Cross
W,600868,ST,28491,59007,    98.0,Brean Down
W,600869,HY,45606,52532,    19.0,Breck
W,600870,SO,01209,21583,   886.0,Brecon Beacons
W,600871,SO,02930,30308,   332.0,Brecon Camp
W,600872,NS,68777,62516,    57.0,Bredisholm Branch Cutting
W,600873,SJ,29514,14417,   366.0,Breidden Hill
W,600874,NZ,21765,75784,    83.0,Brenkley Hill Pil S3709 G Jones 11 02
W,600875,SX,70305,61697,   311.0,Brent Hill Pri Pil Int 02
W,600876,ST,34129,50883,   137.0,Brent Knoll
W,600877,TM,08188,81990,    58.0,Bressingham
W,600878,SP,42613,77296,    95.0,Bretford
W,600879,TM,14252,30868,    32.0,Brick Bar
W,600880,SU,88001,03901,    11.0,Brick Kiln Farm
W,600881,TL,68303,08871,    41.0,Brickbarns
W,600882,SJ,51313,01567,   145.0,Brickyard Field
W,600883,SD,93236,26734,   438.0,Bridestones Moor
W,600884,TL,91821,86578,    48.0,Bridgham Heath
W,600885,SO,72757,93267,   124.0,Bridgnorth
W,600886,TL,00588,75805,    78.0,Briggs Lodge Farm
W,600887,SZ,43243,84725,   214.0,Brighstone Down
W,600888,SS,48892,10225,   172.0,Brightmans Hayes
W,600889,SU,57607,91895,   113.0,Brightwell Barrow Pub Pil G Nelson 02
W,600890,TA,26145,02449,    35.0,Brigsley Top
W,600891,SW,71896,29794,   166.0,Brill Hill
W,600892,SP,65701,13571,   182.0,Brill House Pri Pil G Nelson 02
W,600893,SK,85906,59499,    37.0,Brills Farm
W,600894,SE,20604,65070,   301.0,Brimham Rocks
W,600895,NJ,85669,09080,   265.0,Brimmond S1585 Pri Pil Pass 02
W,600896,ND,07853,70683,   115.0,Brims Hill
W,600897,SJ,31292,81985,    48.0,Brimstage pil pub s3775 K Stevens 03 04
