H  SOFTWARE NAME & VERSION
I  GPSU 4.04,
S SymbolSet=0

H : Data Source Is Ordnance Survey
H : Please Acknowledge If Re-Posting
  - Pub = Public Access (Not Guaranteed)
  - Pri = On Private Land - Permission Reqd
  - Pil = Pillar Is Intact
  - Stu = Only Stump / Base Remains
  - Rem = No Sign Of Pillar
  - Unk = State Of Pillar Unknown
  - Source Of Access Etc Data
  - Pass = Os Passive Stns
  - Int = Internet Trawl
  - Nm = Not On Current 50K Map
  - Mh = Height Is From Map
  - Mc = Coordinates Are From Map
  

H R DATUM
M E   Ord Srvy Grt Britn,075, 5.7360400E+02, 1.1960020E-05,375,-111,431

H  COORDINATE SYSTEM
U  BRITISH GRID

W,605512,TF,17799,89823,   149.0,Spring Banks
W,605513,TQ,40113,09085,    69.0,Spring Barn
W,605514,SP,42954,44110,   155.0,Spring Farm
W,605515,NS,65383,46844,   299.0,Springfield
W,605516,SJ,80932,39334,   162.0,Springfield pil pri s1454 K Stevens 06 04
W,605517,NY,68885,75859,   313.0,Spy Rigg
W,605518,TL,92917,84682,    46.0,Square Covert
W,605519,SY,00924,83603,    82.0,Squirrel
W,605520,TR,21464,54139,    72.0,Squirrel Mills
W,605521,NN,77338,36754,   868.0,Sron A' Chaoineidh
W,605522,NN,78407,76900,   817.0,Sron A' Chleirich
W,605523,NB,01669,11223,   395.0,Sron A Ghoirtein
W,605524,NH,41367,15702,   476.0,Sron Na Muic
W,605525,NN,06519,10623,   386.0,Sron Reithe
W,605526,NG,20842,04526,   130.0,Sron Ruail (Canna)
W,605527,NR,85196,78178,   260.0,Srondoire
W,605528,SW,71012,50215,   192.0,St Agnes Beacon Pub Pil S1737 Pass 02
W,605529,SY,96780,75741,   108.0,St Albans Head
W,605530,SX,41971,71030,   214.0,St Anns
W,605531,SM,81128,04170,    71.0,St Anns Hill
W,605532,TL,57514,39378,   116.0,St Aylotts Mh
W,605533,SX,13018,70908,   269.0,St Bellarmins Tor
W,605534,NS,09591,52683,   124.0,St Blanes Hill
W,605535,SW,96757,68212,   216.0,St Breock Downs
W,605536,SZ,14666,95143,    46.0,St Catherines Hill Bosley Heath
W,605537,SZ,49385,77299,   236.0,St Catherines Hill I O W
W,605538,TQ,08555,62629,    74.0,St Georges Hill Pri Pil Jd 02
W,605539,SX,40567,53024,   117.0,St John
W,605540,HY,63528,28765,    44.0,St Johns Hill
W,605541,NA,09970,00034,   376.0,St Kilda
W,605542,SV,94192,16088,    47.0,St Martins Head Pub Pil Bm10696 Jd 02
W,605543,SS,96293,79166,   121.0,St Mary Hill
W,605544,SX,87812,61835,   108.0,St Marys Resr Paignton
W,605545,HU,36124,21892,    59.0,St Ninians Isle
W,605546,ST,39959,09812,   238.0,St Rayn Hill
W,605547,SK,05698,22809,   125.0,St Stephens Hill
W,605548,SO,65949,12913,   237.0,St Whites Farm
W,605549,NH,63041,27322,   430.0,Stac Gorm
W,605550,SR,99841,96579,    83.0,Stackpole
W,605551,SX,49677,51827,   125.0,Staddon Fort
W,605552,NT,82874,27185,   332.0,Staerough Hill
W,605553,NM,32370,35118,    42.0,Staffa
W,605554,SO,78890,72161,   124.0,Stagborough Hill
W,605555,SU,28624,16043,    60.0,Stagbury Hill
W,605556,SU,96168,25822,    89.0,Stagpark Farm
W,605557,SE,33109,48375,   128.0,Stainburn Hill
W,605558,SE,32492,10705,   166.0,Staincross Resr
W,605559,SE,28442,40574,   161.0,Stairfoot Lane
W,605560,TQ,88210,98102,    45.0,Stamfords Hill
W,605561,SK,25094,83017,   457.0,Stanage Edgepub pil s2156 K Stevens
W,605562,SS,26815,27383,   154.0,Stanbury Point
W,605563,SE,01236,10415,   449.0,Standedge
W,605564,NX,64380,52701,   134.0,Standing Stone
W,605565,NX,99146,18090,   143.0,Standing Stones
W,605566,TL,41137,20845,   110.0,Standon
W,605567,NY,71137,39451,   596.0,Staneshaw Rigg
W,605568,SD,83457,41166,   324.0,Stang Top Moor
W,605569,SD,72418,28019,   203.0,Stanhill pil s4626 I Smith 10 04
W,605570,NX,97943,13978,   111.0,Stanley
W,605571,TQ,32518,09451,   153.0,Stanmer Rem JD
W,605572,SZ,17151,92397,     2.0,Stanpit Marsh
W,605573,TL,98223,73300,    59.0,Stanton
W,605574,ST,24041,16681,   316.0,Staple Hill
W,605575,SU,97267,64798,    74.0,Staple Hill  Mh
W,605576,SK,49568,36878,    81.0,Stapleford  pri pil S1644 K Stevens
W,605577,SK,49820,38766,   101.0,Stapleford Hill pub pil S4668 K Stevens
W,605578,TL,12958,60923,    53.0,Staughton South Mh
W,605579,NT,51463,46628,   293.0,Staunchley Hill
W,605580,SP,55369,61077,   216.0,Staverton
W,605581,NN,96944,07995,   486.0,Steeles Knowe
W,605582,TQ,16849,07557,   149.0,Steep Down
W,605583,ST,22904,60717,    78.0,Steep Holme Mh
W,605584,NX,48509,37044,    41.0,Stein Head
W,605585,NJ,76628,43535,   179.0,Steinman Hill
W,605586,HY,56300,35550,    67.0,Stennie Hill
W,605587,SU,47148,90929,    99.0,Steventon Hill Pub Pil G Nelson 02
W,605588,TQ,16005,10339,   189.0,Steyning Round Hill
W,605589,SW,98652,49922,   120.0,Sticker Down
W,605590,TQ,65161,83466,    19.0,Sticking Hill
W,605591,ST,84027,04888,   151.0,Stickland Farm Mh
W,605592,TQ,59141,78387,    34.0,Stifford
W,605593,SE,59241,84893,   172.0,Stiltons
W,605594,ST,73714,98205,   219.0,Stinchcombe Pub Pil S1508 Jd 02
W,605595,SJ,13283,01453,   358.0,Stingwern Hill
W,605596,SO,36752,98645,   537.0,Stiperstones
W,605597,NN,18535,07389,   732.0,Stob An Eas
W,605598,NN,01706,72700,   770.0,Stob Coire A' Chearcaill
W,605599,NN,16879,02535,   658.0,Stob Na Boine
W,605600,NN,36360,57101,   739.0,Stob Na Cruaiche
W,605601,TF,25428,97094,   115.0,Stock Furlongs
W,605602,NT,32218,03045,   477.0,Stock Hill
W,605603,SE,54449,47290,    44.0,Stock Hill
W,605604,TA,32459,28043,    15.0,Stockbridge Hill
W,605605,SP,82637,96396,   158.0,Stockerston
W,605606,SK,58284,07233,    80.0,Stocking Farm
W,605607,TL,45701,29052,   126.0,Stocking Pelham
W,605608,ST,39237,17294,    96.0,Stocklinch
W,605609,ST,97751,35527,   196.0,Stockton
W,605610,SU,39201,51351,   172.0,Stoke
W,605611,SJ,63147,56782,    55.0,Stoke Hall pil pub s2728 K Stevens
W,605612,ST,26939,22161,    96.0,Stoke Hill
W,605613,ST,95610,52620,   222.0,Stoke Hill
W,605614,SP,57282,27944,   121.0,Stoke Lyne Pri Unk G Nelson 02
W,605615,SK,94469,28854,   124.0,Stoke Tunnel
W,605616,SY,87419,88271,    48.0,Stokeford
W,605617,NY,75061,84804,   230.0,Stokoe High Crags
W,605618,SE,20755,57906,   232.0,Stone Beds
W,605619,TA,24842,18824,     3.0,Stone Creek
W,605620,TQ,56304,15838,    78.0,Stonehill Farm
W,605621,NJ,94019,02609,   105.0,Stoneyhill
W,605622,NJ,67868,59292,   151.0,Stonieley
W,605623,TM,18992,88396,    51.0,Stony Lane
W,605624,SS,88401,18691,   302.0,Stoodleigh Beacon Pub Pil S3908 Pass 02
W,605625,NG,49538,54046,   719.0,Storr
W,605626,ST,31851,04624,   167.0,Storridge Hill
W,605627,NJ,59221,03168,   282.0,Stot Hill
W,605628,NZ,01739,48612,   376.0,Stoterley Hill
W,605629,TR,26215,62816,    10.0,Stourmouth
W,605630,SO,31760,74530,  8888.0,Stow Hill Mh
W,605631,SP,67401,38646,   147.0,Stowe Park
W,605632,NX,57860,84912,   246.0,Stranfasket
W,605633,NO,69304,78737,   414.0,Strathfinella Hill
W,605634,NJ,45783,67878,    33.0,Strathlene Golf Course
W,605635,NT,26203,97740,    70.0,Strathore
W,605636,NC,82008,68513,    90.0,Strathy Point
W,605637,SZ,41870,88374,    35.0,Street Place
W,605638,TL,57081,58786,    33.0,Street Way
W,605639,SK,50417,41379,   126.0,Strelley
W,605640,SU,24643,22716,    81.0,Strides Row
W,605641,NR,82247,79619,   294.0,Stronachullin
W,605642,NH,51999,28260,   245.0,Strone
W,605643,NS,25343,92441,   292.0,Strone
W,605644,NJ,57926,13578,   293.0,Strone Hill
W,605645,NS,62923,89477,   512.0,Stronend
W,605646,HY,68880,23146,    47.0,Stronsay
W,605647,SX,28732,54815,   157.0,Struddick
W,605648,NY,74245,12388,   184.0,Strutforth Hill
W,605649,NN,11105,14762,   488.0,Stuc Scarden
W,605650,NB,13333,12243,   579.0,Stulaval (Lewis)
W,605651,NF,80683,24115,   375.0,Stulaval (South Uist)
W,605652,NO,59334,77981,   544.0,Sturdy Hill
W,605653,TM,13734,33996,    30.0,Stutton Hall
W,605654,SE,99222,92132,   191.0,Suffield
W,605655,SO,27251,18765,   596.0,Sugar Loaf
W,605656,HY,19202,03114,   375.0,Sui Fea
W,605657,NG,40327,68528,   351.0,Suidh A Mhinn
W,605658,NH,38526,27028,   578.0,Suidhe Ghuirman
W,605659,NX,35723,85623,   269.0,Suie Hill
W,605660,NG,56618,34688,   141.0,Suisnish Hill
W,605661,SD,78749,73879,   349.0,Sulber
W,605662,SD,52713,44450,   167.0,Sullom Hill
W,605663,HU,40699,07885,    80.0,Sumburgh Head
W,605664,NY,00087,15395,    97.0,Summer Grove
W,605665,SO,33654,54192,   193.0,Summercourt Farm
W,605666,NZ,38771,02551,    80.0,Summerfield House
W,605667,SK,91806,44425,    92.0,Summerfields Hill
W,605668,NS,88285,76209,   206.0,Summerhouse Resr
W,605669,TQ,64076,16389,    85.0,Summertree Farm
W,605670,NR,24743,63891,   131.0,Sunderland Hill
W,605671,NZ,06807,16892,   205.0,Sunningdale Farm
W,605672,NZ,15597,38226,   308.0,Sunniside
W,605673,SE,19275,34405,  8888.0,Sunny Bank Nm  See Woodhall H - Ecclesh
W,605674,SK,34632,45098,   126.0,Sunny Hill Pri Pil S4530 Pass 02
W,605675,NN,97052,24709,   113.0,Sunnyside
W,605676,SK,56421,44573,    95.0,Sunrise Hill
W,605677,NT,89803,53399,    74.0,Sunwick
W,605678,SJ,35945,27200,   113.0,Sutton pil pri s3212 K Stevens 05 04
W,605679,SJ,76114,21984,   104.0,Sutton
W,605680,SS,87035,75648,    94.0,Sutton
W,605681,TL,23426,46910,    55.0,Sutton
W,605682,SP,78440,89840,   137.0,Sutton Bassett
W,605683,SZ,43720,80800,    54.0,Sutton Cliff
W,605684,ST,98389,26130,   213.0,Sutton Down
W,605685,SU,05920,10488,    82.0,Sutton Farm
W,605686,ST,88170,16376,   214.0,Sutton Hill
W,605687,SK,52146,57722,   190.0,Sutton Resr
W,605688,SU,47348,95376,    64.0,Sutton Wick Pri Rem G Nelson 02
W,605689,TF,83913,09253,    77.0,Swaffham 
W,605690,TQ,23449,46241,    72.0,Swains Farm
W,605691,TG,00666,18600,    45.0,Swanton Morley
W,605692,NY,06898,40314,    31.0,Swarthy Hill
W,605693,SZ,27937,99817,    59.0,Sway
W,605694,TQ,28942,09629,   129.0,Sweet Hill
W,605695,NT,69622,39649,   223.0,Sweethope Hill
W,605696,TM,18240,53814,    69.0,Swilland S2076 Pub Pil Pass 02
W,605697,SD,97636,61153,   291.0,Swinden
W,605698,SK,89170,61533,    15.0,Swinderby
W,605699,ND,23940,34395,    66.0,Swiney Hill
W,605700,SP,44831,07975,   133.0,Swinford Farm Pri Unk G Nelson 02
W,605701,HU,43959,72675,   139.0,Swinister
W,605702,NT,81461,45117,    81.0,Swintonmill
W,605703,SW,73886,24678,    87.0,Sworne Farm
W,605704,SN,69539,65984,   203.0,Swydd Farm
W,605705,SY,93372,78552,   203.0,Swyre Head Pub Pil Int 02
W,605706,SN,20251,11008,   185.0,Sych Farm
W,605707,SY,61257,99506,   234.0,Sydling
W,605708,SJ,71551,56530,    54.0,Sydney rem pub K Stevens
W,605709,SK,72220,47721,    72.0,Syerston Aero
W,605710,NT,00176,34959,   215.0,Symington Mill
W,605711,ST,79246,96626,   248.0,Symonds Hall
W,605712,SP,46814,20330,   115.0,Tacknell Pub Pil G Nelson 02
W,605713,SN,68358,16754,   459.0,Tair Carn
W,605714,SS,91685,76439,    97.0,Tair Croes
W,605715,ST,03661,73979,   138.0,Tair Onen
W,605716,NX,40785,98843,   386.0,Tairlaw Ring
W,605717,SM,83737,12512,    92.0,Talbenny
W,605718,NY,12179,35770,   223.0,Tallentire Hill
W,605719,SN,35457,24605,   228.0,Talog
W,605720,SN,54228,59915,   343.0,Talsarn Mh
W,605721,SH,72939,72652,   610.0,Tal-Y-Fan
W,605722,TM,00448,40191,    69.0,Tamizon
W,605723,NX,82496,70726,   204.0,Tan Hill
W,605724,SU,08186,64691,   294.0,Tan Hill
W,605725,SD,90062,08812,   222.0,Tandle Hill
W,605726,SU,34818,54064,   228.0,Tangley Clump
W,605727,NR,67325,29340,   194.0,Tangy
W,605728,ND,30549,47062,   139.0,Tannach Hill
W,605729,TF,13056,63728,     4.0,Tanvats
W,605730,SN,76502,46771,   409.0,Tan-Y-Foel
W,605731,NJ,48410,29306,   564.0,Tap Of Noth
W,605732,NB,03391,15459,   303.0,Taran Mor
W,605733,NS,46849,20147,   168.0,Tarelgin
W,605734,SH,71007,05886,   667.0,Taren Gesail
W,605735,NU,04695,02774,   250.0,Target Plantation
W,605736,NY,24649,52012,    35.0,Tarnriggmoor
W,605737,ST,95564,09794,  8888.0,Tarrant Launceston Nm
W,605738,TQ,44629,03611,    37.0,Tarring Neville
W,605739,NJ,98309,28311,    44.0,Tarty
W,605740,NO,34793,22431,   189.0,Tay Mount
W,605741,NN,29052,02119,   447.0,Tayness
W,605742,NB,16646,29995,   257.0,Teahaval
W,605743,SN,03668,08992,    81.0,Tedion Mountain
W,605744,ST,97885,34042,   172.0,Teffont Down
W,605745,NJ,29203,55193,   180.0,Teindland Wood
W,605746,TG,10304,42483,    78.0,Telegraph Hill S5281 T Courtney
W,605747,NZ,07774,02097,   362.0,Telfit Moor
W,605748,TQ,89114,87562,  8888.0,Temple Farm Nm
W,605749,SK,88754,47840,    22.0,Temple Hill
W,605750,TF,05908,27282,    75.0,Temple Wood
W,605751,SK,41027,91152,    60.0,Templeborough
W,605752,SS,55655,17207,   160.0,Ten Oaks
W,605753,SU,23296,63838,   196.0,Terrace Hill
W,605754,SE,65678,70899,   122.0,Terrington
W,605755,TF,32820,76196,   142.0,Tetford Hill
W,605756,NS,96136,23790,   570.0,Tewsgill Hill
W,605757,NR,39807,43947,    49.0,Texa
W,605758,NY,61152,46279,   610.0,Thack Moor
W,605759,TQ,10659,17796,    73.0,Thakeham
W,605760,SS,46890,14482,   187.0,Thatton Farm
W,605761,SD,29751,80816,   164.0,The Alps
W,605762,SU,65207,04393,    12.0,The Bastion
W,605763,SO,63969,85164,   196.0,The Baytree Pub Pil S1995 Pass 02
W,605764,NT,95507,00276,   301.0,The Beacon
W,605765,NY,57307,71832,   310.0,The Beacon
W,605766,SX,93120,70950,   170.0,The Beacon
W,605767,SO,74950,50542,   204.0,The Beck
W,605768,SO,15481,44370,   415.0,The Begwns
W,605769,SK,83479,90762,    33.0,The Belt
W,605770,ND,24714,90720,   199.0,The Berry
W,605771,NO,57941,70222,   228.0,The Blair
W,605772,SE,28315,43331,   165.0,The Bowshaws
W,605773,NN,24565,03061,   788.0,The Brack
W,605774,TQ,01558,02074,     2.0,The Brooks
W,605775,SJ,99393,18054,   200.0,The Butts
W,605776,SD,66733,97055,   677.0,The Calf Pub Pil
W,605777,SP,95580,03716,   163.0,The Chestnuts Pri Stu Jd 02
W,605778,SE,19956,44200,   282.0,The Chevin Rem Nm G Jones 12 02 02
W,605779,ST,94617,06890,    94.0,The Cliff
W,605780,SJ,39264,20640,   157.0,The Cliffe
W,605781,SJ,90469,63659,   344.0,The Cloud pil pub s2651 K Stevens
W,605782,SJ,83046,45338,   180.0,The Cloughs pub pil S3855 K Stevens
W,605783,HU,44136,33744,    64.0,The Coall
W,605784,SJ,95344,57128,   213.0,The Common pil pri s3983 K Stevens 06 04
W,605785,TQ,49570,01407,    90.0,The Comp
W,605786,SE,27500,92503,    76.0,The Cranks
W,605787,NO,57050,73189,   291.0,The Crannel
W,605788,TQ,61747,04613,    35.0,The Crossways
W,605789,NT,85058,23333,   564.0,The Curr
W,605790,NY,73509,92542,   354.0,The Dodd
W,605791,TQ,35428,08135,   127.0,The Drove
W,605792,HU,33684,56365,    91.0,The Dudd
W,605793,SK,07698,89370,   625.0,The Edge pil pub s3443 K Stevens
W,605794,SJ,39375,09127,   129.0,The Edge
W,605795,HU,25496,85434,   107.0,The Faither
W,605796,NX,72187,84459,   417.0,The Fell
W,605797,SD,95613,94343,   551.0,The Fleak
W,605798,SU,95526,09529,   112.0,The Folly
W,605799,SO,53728,31932,   188.0,The Friars
W,605800,NO,37342,74614,   897.0,The Goet
W,605801,SO,40269,12890,   109.0,The Grove
W,605802,NT,66658,00344,   516.0,The Grun
W,605803,NY,14852,83066,   224.0,The Hass
W,605804,TQ,08899,30907,    57.0,The Haven Pub Pil S6257 Pass 02
W,605805,SE,21400,15618,   237.0,The Heights
W,605806,SK,37445,83058,   218.0,The Herdings
W,605807,NL,59378,87259,   172.0,The Hoe (Outer Hebrides)
W,605808,NT,58728,30888,   107.0,The Holmes
W,605809,TQ,14753,93006,   144.0,The Kiln Pri Pil Jd 02
W,605810,NT,78602,30980,   229.0,The Kip
W,605811,SW,59158,43431,    76.0,The Knavocks
W,605812,NS,20282,62857,   217.0,The Knock
W,605813,NT,71975,15862,   287.0,The Law
W,605814,SO,49468,97491,   377.0,The Lawley
W,605815,SW,70410,12843,    78.0,The Lizard Pri Pil S7609 Pass 02
W,605816,SO,39402,24797,   186.0,The Llech
W,605817,NS,97191,80613,     5.0,The Mains
W,605818,SO,79272,75483,    56.0,The Maypole
W,605819,NT,53542,24205,   188.0,The Middles
W,605820,NJ,37683,41364,   417.0,The Moorland
W,605821,TL,85389,26295,  8888.0,The Mound Nm
W,605822,NS,61577,52491,   220.0,The Mound Lickprivick
W,605823,SP,43379,50189,   178.0,The Mount
W,605824,SS,94237,23236,   241.0,The Mount
W,605825,TQ,74846,09166,    48.0,The Mount
W,605826,SK,26722,49270,   243.0,The Mountain
W,605827,SE,17967,39099,   150.0,The Nosegay
W,605828,TQ,15643,48397,   122.0,The Nower
W,605829,ST,55961,67859,   132.0,The Peart
W,605830,SK,37084,51319,   136.0,The Plantains
W,605831,TG,53203,03827,  8888.0,The Point South Denes Nm
W,605832,TM,52378,94511,  8888.0,The Quarry Oulton Road Nm
W,605833,SO,38395,52874,   154.0,The Riddox
W,605834,SO,88165,84421,   126.0,The Ridge
W,605835,SS,10580,99555,    94.0,The Ridgeway
W,605836,SJ,48012,57518,    54.0,The Righi
W,605837,SO,98582,26377,   317.0,The Ring
W,605838,SH,36491,44744,   564.0,The Rivals
W,605839,SK,00107,63891,   506.0,The Roaches pub pil S2598 T Courtney
W,605840,SD,94379,02701,   183.0,The Rock
W,605841,SD,76188,37986,   316.0,The Rough pil s4675 I Smith 11 04
W,605842,NO,35154,33756,   159.0,The Roundie
W,605843,NG,93482,13070,  1010.0,The Saddle
W,605844,NJ,36695,36980,   488.0,The Scalp
W,605845,NS,46749,75185,   366.0,The Slacks
W,605846,SO,21410,59867,   426.0,The Smatcher
W,605847,SN,97543,47377,   467.0,The Warren
W,605848,NO,38466,49149,    67.0,The Warren (Glamis)
W,605849,ND,43340,93578,    61.0,The Wart
W,605850,SD,92568,63202,   414.0,The Weets S5563 T Courtney
W,605851,NT,26455,20625,   589.0,The Wiss
W,605852,TL,33184,37242,   168.0,Therfield
W,605853,SE,24395,81097,   147.0,Thiefgate
W,605854,NJ,36089,54436,   250.0,Thiefs Hill
W,605855,SD,87176,27119,   449.0,Thieveley Pike
W,605856,SK,62645,82473,    40.0,Thievesdale
W,605857,SE,92995,68058,   157.0,Thirkleby Wold
W,605858,NT,80593,08362,   558.0,Thirl Moor
W,605859,NY,84211,28769,   544.0,Thistle Green
W,605860,NX,23048,89507,   237.0,Thome Hill
W,605861,NM,66611,42303,     5.0,Thorcaill
W,605862,TF,15705,97780,   132.0,Thoresway
W,605863,SP,39205,89802,   107.0,Thorn Hill
W,605864,NY,07602,02279,    68.0,Thornbank
W,605865,SX,40373,93963,   209.0,Thorndon
W,605866,SS,41232,16297,   196.0,Thornehill Head
W,605867,SE,39659,40490,   110.0,Thorner Moor
W,605868,TF,72433,42122,    49.0,Thornham
W,605869,SP,05514,56338,   124.0,Thornhill
W,605870,NS,33534,63810,   277.0,Thornlybank Hill
W,605871,SZ,38897,97680,    16.0,Thorns
W,605872,NT,12626,93464,   216.0,Thornton
W,605873,SD,89727,48071,   195.0,Thornton
W,605874,SE,18471,87868,   160.0,Thornton Grange
W,605875,NS,59696,54420,   158.0,Thornton Hill
W,605876,NZ,10022,86760,   156.0,Thornton House
W,605877,NY,82517,13913,   290.0,Thorny Gale
W,605878,NU,10034,00818,   185.0,Thorny Hill
W,605879,SD,52712,98307,   214.0,Thornyslack
W,605880,SE,31151,27039,   117.0,Thorpe
W,605881,SE,00850,59689,   506.0,Thorpe Fell
W,605882,SP,52098,44312,   183.0,Thorpe Lodge Farm
W,605883,TL,93956,54801,    98.0,Thorpe Morieux
W,605884,SX,65327,62574,   461.0,Three Barrows
W,605885,NT,43279,31934,   465.0,Three Brethren
W,605886,SO,60372,82050,   345.0,Three Horseshoes
W,605887,SU,24649,45313,   174.0,Thruxton Down
W,605888,TQ,23483,07861,   121.0,Thunders Barrow
W,605889,SK,66184,51165,   100.0,Thurgarton Quarters
W,605890,TF,08100,17082,    58.0,Thurlby
W,605891,TQ,80587,58461,   199.0,Thurnham Court Estate
W,605892,SJ,24531,84658,    91.0,Thurstaston Common pub pil s3497 K Stevens
W,605893,NO,05671,22947,    79.0,Tibbermore
W,605894,SJ,69211,19575,    77.0,Tibberton
W,605895,SE,96264,56132,    77.0,Tibthorpe
W,605896,SU,45974,42973,   114.0,Tidbury Ring
W,605897,ST,55554,99229,   218.0,Tidenham Park
W,605898,SJ,87191,68396,   138.0,Tidnock pil pri s2737 K Stevens
W,605899,NH,59602,57945,   118.0,Tighnacarn
W,605900,NR,99777,27414,   458.0,Tighvein
W,605901,SK,91699,79338,     7.0,Till Bridge Pub Pil S4858 Pass 02
W,605902,TM,00002,03154,    19.0,Tillingham
W,605903,NJ,87820,22562,   186.0,Tillygreig S6811 Pub Pil C Mcbrien 02
W,605904,NO,64276,94302,   249.0,Tillylair
W,605905,NO,10544,07983,   332.0,Tillyrie Hill
W,605906,SK,76740,05904,   230.0,Tilton Pile Pub Pil S2966 Pass 02
W,605907,NU,16202,23665,   151.0,Tinely Moor
W,605908,SE,28090,26096,   153.0,Tingley Hall
W,605909,NY,43091,85457,   404.0,Tinnis Hill
W,605910,SK,40386,88383,    95.0,Tinsley Park
W,605911,NS,95279,34372,   707.0,Tinto
W,605912,NS,82740,76360,   185.0,Tippet Craig
W,605913,TQ,87341,67217,    59.0,Tiptree Hill
W,605914,NR,72293,62716,   183.0,Tiretigan
W,605915,NR,66455,17226,   261.0,Tirfergus Hill
W,605916,NB,05550,11509,   679.0,Tirga More
W,605917,NU,08751,15996,   233.0,Titlington Pike
W,605918,SO,59138,77950,   534.0,Titterstone Clee
W,605919,SK,00403,58328,   238.0,Tittesworth Farm pri pil 3897 K Stevens
W,605920,ST,89256,25628,   242.0,Tittle Path Hill
W,605921,TQ,04642,03374,     7.0,Toddington
W,605922,NB,21027,02963,   529.0,Toddun
W,605923,NT,70686,43123,   207.0,Todrig
W,605924,TQ,87446,16500,    61.0,Toke Farm
W,605925,NH,19445,28295,  1054.0,Toll Creagach
W,605926,ST,75192,77732,   206.0,Tolldown Resr
W,605927,TR,15997,38442,   182.0,Tolsford Hill
W,605928,NB,43924,57339,    72.0,Tom A Mhile
W,605929,NB,37279,52351,    66.0,Tom A Mhinisteir
W,605930,NM,88205,33066,   125.0,Tom Ard
W,605931,NH,58840,29480,   464.0,Tom Bailgeann
W,605932,SP,20225,08798,   156.0,Tom Jollys
W,605933,SE,56815,81469,   263.0,Tom Smiths
W,605934,NR,52983,86500,    71.0,Tom Uaine
W,605935,TQ,56977,89519,    75.0,Tomkyns
W,605936,NS,98093,12546,   504.0,Tomont Hill
W,605937,NO,61595,94341,   310.0,Toms Cairn
W,605938,NS,72120,81403,   454.0,Tomtain
W,605939,SH,57410,03580,   178.0,Ton-Fanau
W,605940,SU,11997,83411,   125.0,Toot Hill
W,605941,SN,67346,90932,   293.0,Top Bank
W,605942,SK,32774,93608,   250.0,Top End
W,605943,SK,67421,76154,    57.0,Top Farm
W,605944,NR,77888,68410,   477.0,Top Of Airidh
W,605945,NJ,41217,23393,   722.0,Top Of Buck
W,605946,SO,68873,70060,   153.0,Top Tax
W,605947,TL,00678,84602,    72.0,Top Trespass
W,605948,ST,51241,38629,   159.0,Tor Hill
W,605949,SX,90981,64441,    64.0,Tor Hill
W,605950,NX,00848,64656,   125.0,Tor Of Craigoch
W,605951,NS,82549,84740,   107.0,Tor Wood
W,605952,SM,84997,30866,   133.0,Torbant
W,605953,NT,33634,53263,   461.0,Torfichen Hill
W,605954,NN,81905,19229,   394.0,Torlum
W,605955,NJ,68028,03609,   458.0,Tornamean
W,605956,NH,36921,07554,   118.0,Torr A Choiltreich
W,605957,NG,36664,56218,    66.0,Torr A Chruidh
W,605958,NM,90719,25072,   293.0,Torr Dhamh
W,605959,NR,88854,31008,   137.0,Torr Righ Mor
W,605960,NS,00965,70647,   228.0,Torran Turach
W,605961,NM,48193,25126,    58.0,Torrans
W,605962,SD,45970,64246,    41.0,Torrisholme Barrow
W,605963,TQ,90645,57301,   150.0,Torry Hill Park
W,605964,SO,85080,72703,    75.0,Torton House Farm
W,605965,NG,70713,38714,   115.0,Toscaig
W,605966,SD,76853,56414,   276.0,Tosside
W,605967,NZ,00482,98246,   442.0,Tosson Hill S1551 Pri Pil Pass 02
W,605968,SK,30344,79652,   234.0,Totley
W,605969,SD,63472,48733,   497.0,Totridge Fell
W,605970,SU,87528,76568,    42.0,Touchen End
W,605971,SD,68469,76003,   383.0,Tow Scar
W,605972,SU,24184,38068,   172.0,Tower Hill
W,605973,SP,15766,32161,   265.0,Tower View
W,605974,TQ,33386,50324,   160.0,Town Farm
W,605975,SO,21594,95704,   320.0,Town Hill
W,605976,NT,55150,68652,   194.0,Townhead
W,605977,SE,63660,58480,    20.0,Towthorpe
